Date,Close,Volume
9/25/2017 16:00,145.87,5213144
9/26/2017 16:00,146.56,4487620
9/27/2017 16:00,145.66,3501906
9/28/2017 16:00,145.66,2774775
9/29/2017 16:00,145.08,2654321
10/2/2017 16:00,146.66,2973073
10/3/2017 16:00,146.78,2302699
10/4/2017 16:00,146.48,2244033
10/5/2017 16:00,146.72,2686539
10/6/2017 16:00,146.48,2623174
10/9/2017 16:00,147.39,2682556
10/10/2017 16:00,148.5,4032601
10/11/2017 16:00,147.62,3702238
10/12/2017 16:00,147.03,3264344
10/13/2017 16:00,147.1,2506584
10/16/2017 16:00,146.83,3052091
10/17/2017 16:00,146.54,6372393
10/18/2017 16:00,159.53,30490192
10/19/2017 16:00,160.9,9914169
10/20/2017 16:00,162.07,7868803
10/23/2017 16:00,159.55,5779378
10/24/2017 16:00,155.88,8194690
10/25/2017 16:00,153.5,6921137
10/26/2017 16:00,153.6,4300543
10/27/2017 16:00,153.68,4895186
10/30/2017 16:00,154.36,4210402
10/31/2017 16:00,154.06,4328258
11/1/2017 16:00,154.03,3240246
11/2/2017 16:00,153.35,3397628
11/3/2017 16:00,151.58,4431825
11/6/2017 16:00,150.84,4498871
11/7/2017 16:00,151.35,3701052
11/8/2017 16:00,151.57,4634439
11/9/2017 16:00,150.3,4776532
11/10/2017 16:00,149.16,4307276
11/13/2017 16:00,148.4,5107546
11/14/2017 16:00,148.89,3757951
11/15/2017 16:00,147.1,4773328
11/16/2017 16:00,149.12,5446453
11/17/2017 16:00,148.97,4916500
11/20/2017 16:00,150.51,5676495
11/21/2017 16:00,151.95,3756184
11/22/2017 16:00,151.77,3213596
11/24/2017 13:00,151.84,1193025
11/27/2017 16:00,151.98,3374042
11/28/2017 16:00,152.47,3973670
11/29/2017 16:00,153.55,5098702
11/30/2017 16:00,153.97,6500769
12/1/2017 16:00,154.76,5567852
12/4/2017 16:00,156.46,4664316
12/5/2017 16:00,155.35,5068043
12/6/2017 16:00,154.1,3410728
12/7/2017 16:00,153.57,3771429
12/8/2017 16:00,154.81,3520281
12/11/2017 16:00,155.41,4102719
12/12/2017 16:00,156.74,6321801
12/13/2017 16:00,153.91,5661618
12/14/2017 16:00,154,4637440
12/15/2017 16:00,152.5,11279854
12/18/2017 16:00,153.33,5092838
12/19/2017 16:00,153.23,4116449
12/20/2017 16:00,152.95,3785667
12/21/2017 16:00,151.5,4153935
12/22/2017 16:00,152.5,2990583
12/26/2017 16:00,152.83,2479017
12/27/2017 16:00,153.13,2149257
12/28/2017 16:00,154.04,2687624
12/29/2017 16:00,153.42,3327087
1/2/2018 16:00,154.25,4202503
1/3/2018 16:00,158.49,9441567
1/4/2018 16:00,161.7,7556249
1/5/2018 16:00,162.49,5195764
1/8/2018 16:00,163.47,5237523
1/9/2018 16:00,163.83,4341810
1/10/2018 16:00,164.18,4174105
1/11/2018 16:00,164.2,3794453
1/12/2018 16:00,163.14,5031886
1/16/2018 16:00,163.85,7794195
1/17/2018 16:00,168.65,11710033
1/18/2018 16:00,169.12,14259345
1/19/2018 16:00,162.37,21172488
1/22/2018 16:00,162.6,8480795
1/23/2018 16:00,166.25,7466232
1/24/2018 16:00,165.37,5645003
1/25/2018 16:00,165.47,3302520
1/26/2018 16:00,167.34,3787913
1/29/2018 16:00,166.8,3516995
1/30/2018 16:00,163.62,4902341
1/31/2018 16:00,163.7,4072830
2/1/2018 16:00,162.4,4434242
2/2/2018 16:00,159.03,5251938
2/5/2018 16:00,152.53,8746599
2/6/2018 16:00,155.34,9867678
2/7/2018 16:00,153.85,6149207
2/8/2018 16:00,147.59,6779095
2/9/2018 16:00,149.51,7828290
2/12/2018 16:00,151.4,5881377
2/13/2018 16:00,150.75,4891010
2/14/2018 16:00,154.76,5479033
2/15/2018 16:00,156.01,5623581
2/16/2018 16:00,156.18,4282908
2/20/2018 16:00,155.16,4489604
2/21/2018 16:00,153.96,3728571
2/22/2018 16:00,153.18,4024627
2/23/2018 16:00,155.52,3256074
2/26/2018 16:00,158.58,3610292
2/27/2018 16:00,156.55,4237283
2/28/2018 16:00,155.83,3803512
3/1/2018 16:00,153.81,4039339
3/2/2018 16:00,154.49,3261141
3/5/2018 16:00,156.95,3670630
3/6/2018 16:00,155.72,3685736
3/7/2018 16:00,158.32,4607677
3/8/2018 16:00,156.21,6455612
3/9/2018 16:00,159.31,5022238
3/12/2018 16:00,160.26,5063497
3/13/2018 16:00,159.32,4185590
3/14/2018 16:00,158.12,3631825
3/15/2018 16:00,159.61,3870595
3/16/2018 16:00,160.26,9262656
3/19/2018 16:00,157.35,5481983
3/20/2018 16:00,156.2,4336738
3/21/2018 16:00,156.69,3482184
3/22/2018 16:00,152.09,4746349
3/23/2018 16:00,148.89,4440883
3/26/2018 16:00,153.37,4103904
3/27/2018 16:00,151.91,3883745
3/28/2018 16:00,152.52,3664826
3/29/2018 16:00,153.43,3419959
4/2/2018 16:00,150.07,5150435
4/3/2018 16:00,149.85,4135696
4/4/2018 16:00,154.12,4805261
4/5/2018 16:00,154.03,3185388
4/6/2018 16:00,150.57,3672919
4/9/2018 16:00,152.69,4413178
4/10/2018 16:00,155.39,3955952
4/11/2018 16:00,155.36,3306539
4/12/2018 16:00,158.07,5639444
4/13/2018 16:00,156.71,4057058
4/16/2018 16:00,157.89,4186755
4/17/2018 16:00,160.91,10207534
4/18/2018 16:00,148.79,20381695
4/19/2018 16:00,147.7,8086056
4/20/2018 16:00,144.9,8265643
4/23/2018 16:00,145.86,5315625
4/24/2018 16:00,145.56,4916476
4/25/2018 16:00,145.94,7326379
4/26/2018 16:00,146.72,4265812
4/27/2018 16:00,146.48,3205482
4/30/2018 16:00,144.96,4415533
5/1/2018 16:00,145,4433393
5/2/2018 16:00,142.45,5194917
5/3/2018 16:00,141.99,5018592
5/4/2018 16:00,143.91,4402170
5/7/2018 16:00,143.22,3657009
5/8/2018 16:00,143,5369119
5/9/2018 16:00,142.61,4195953
5/10/2018 16:00,144.24,3726608
5/11/2018 16:00,144.14,3073167
5/14/2018 16:00,144.3,3216062
5/15/2018 16:00,143.74,4089397
5/16/2018 16:00,144.63,3168659
5/17/2018 16:00,144.5,3147659
5/18/2018 16:00,144.5,1818
5/21/2018 16:00,145.49,2894698
5/22/2018 16:00,145.09,2284020
5/23/2018 16:00,144.67,3459747
5/24/2018 16:00,144.07,3398701
5/25/2018 16:00,143.64,4914294
5/29/2018 16:00,141.22,4537638
5/30/2018 16:00,142.62,5118530
5/31/2018 16:00,141.31,6830256
6/1/2018 16:00,141.95,3857530
6/4/2018 16:00,143.04,3035257
6/5/2018 16:00,143.7,2836017
6/6/2018 16:00,144.71,3220139
6/7/2018 16:00,145.36,4316484
6/8/2018 16:00,146.14,5210468
6/11/2018 16:00,146.58,3259986
6/12/2018 16:00,146.87,2640515
6/13/2018 16:00,146.35,2968180
6/14/2018 16:00,145.2,3326343
6/15/2018 16:00,145.39,9116048
6/18/2018 16:00,144.48,4286406
6/19/2018 16:00,143.9,3487015
6/20/2018 16:00,142.63,3329917
6/21/2018 16:00,141.25,3887650
6/22/2018 16:00,141.28,6013678
6/25/2018 16:00,138.79,8937085
6/26/2018 16:00,139.08,4139455
6/27/2018 16:00,137.48,4101828
6/28/2018 16:00,140.04,4523666
6/29/2018 16:00,139.7,3753684
7/2/2018 16:00,139.86,3405642
7/3/2018 13:00,139.57,1963232
7/5/2018 16:00,141.43,3744730
7/6/2018 16:00,142.48,2910426
7/9/2018 16:00,144.39,3904652
7/10/2018 16:00,144.71,3776991
7/11/2018 16:00,144.94,3526565
7/12/2018 16:00,146.45,3119505
7/13/2018 16:00,145.9,3067638
7/16/2018 16:00,145.46,3468817
7/17/2018 16:00,143.49,5096741
7/18/2018 16:00,144.52,6935288
7/19/2018 16:00,149.24,14655804
7/20/2018 16:00,146.35,6415972
7/23/2018 16:00,145.7,3897892
7/24/2018 16:00,146.38,3891625
7/25/2018 16:00,146.62,3623182
7/26/2018 16:00,146.71,4778022
7/27/2018 16:00,145.15,3749642
7/30/2018 16:00,145.49,3608283
7/31/2018 16:00,144.93,5474478
8/1/2018 16:00,143.5,3388386
8/2/2018 16:00,142.96,3841447
8/3/2018 16:00,147.7,8053567
8/6/2018 16:00,146.03,3913743
8/7/2018 16:00,147.01,3508758
8/8/2018 16:00,146.89,3581746
8/9/2018 16:00,144.77,3093504
8/10/2018 16:00,144.48,3003158
8/13/2018 16:00,142.71,2858842
8/14/2018 16:00,143.36,2860041
8/15/2018 16:00,143.91,4241496
8/16/2018 16:00,145.34,5250878
8/17/2018 16:00,146.06,2678820
8/20/2018 16:00,146.51,2499654
8/21/2018 16:00,145.97,3106876
8/22/2018 16:00,145.24,2388961
8/23/2018 16:00,145.37,2220603
8/24/2018 16:00,146.04,2776813
8/27/2018 16:00,146.69,3491565
8/28/2018 16:00,146.59,2455328
8/29/2018 16:00,147.54,3153845
8/30/2018 16:00,145.93,3340369
8/31/2018 16:00,146.48,3488476
9/4/2018 16:00,145.68,3326153
9/5/2018 16:00,146.66,3126540
9/6/2018 16:00,146.39,4248831
9/7/2018 16:00,145.45,4693127
9/10/2018 16:00,145.65,3618292
9/11/2018 16:00,146.49,3374774
9/12/2018 16:00,146.57,4506679
9/13/2018 16:00,148.95,5346540
9/14/2018 16:00,148.33,3452144
9/17/2018 16:00,147.94,3551882
9/18/2018 16:00,148.56,3629596
9/19/2018 16:00,149.06,4246382
9/20/2018 16:00,151.15,5952223
9/21/2018 16:00,151.35,19947878
9/24/2018 16:00,150.03,4264984
9/25/2018 16:00,148.91,4397457
9/26/2018 16:00,151.61,7401862
9/27/2018 16:00,151.5,3477643
9/28/2018 16:00,151.21,3305798
10/1/2018 16:00,153,3757419
10/2/2018 16:00,153.75,3030125
10/3/2018 16:00,153.22,3315298
10/4/2018 16:00,151.31,4238143
10/5/2018 16:00,149.03,4602252
10/8/2018 16:00,148.39,3239347
10/9/2018 16:00,147.24,3642496
10/10/2018 16:00,142.69,5547697
10/11/2018 16:00,139.02,8710491
10/12/2018 16:00,140.85,6563403
10/15/2018 16:00,141.13,4965533
10/16/2018 16:00,145.12,8695489
10/17/2018 16:00,134.05,19463962
10/18/2018 16:00,130.55,10011678
10/19/2018 16:00,129.1,7791636
10/22/2018 16:00,130.02,5719518
10/23/2018 16:00,131.21,6463580
10/24/2018 16:00,127.21,5710320
10/25/2018 16:00,126.45,10304327
10/26/2018 16:00,124.79,8767029
10/29/2018 16:00,119.64,20450448
10/30/2018 16:00,115.4,21458594
10/31/2018 16:00,115.43,21644978
11/1/2018 16:00,116.83,13626730
11/2/2018 16:00,115.67,10592681
11/5/2018 16:00,120.06,9144598
11/6/2018 16:00,123.12,9597392
11/7/2018 16:00,124.84,12382666
11/8/2018 16:00,123.38,10396439
11/9/2018 16:00,123.54,6961902
11/12/2018 16:00,120.9,5379113
11/13/2018 16:00,120.84,4084385
11/14/2018 16:00,120.2,4762275
11/15/2018 16:00,121.44,5207973
11/16/2018 16:00,121.57,4076315
11/19/2018 16:00,120.31,4131238
11/20/2018 16:00,117.2,6233777
11/21/2018 16:00,118.57,5335842
11/23/2018 13:00,117.19,2334730
11/26/2018 16:00,119.56,5011130
11/27/2018 16:00,120.03,4903771
11/28/2018 16:00,123,5104520
11/29/2018 16:00,121.48,5200113
11/30/2018 16:00,124.27,7251590
12/3/2018 16:00,125.31,5843112
12/4/2018 16:00,121.6,6000697
12/6/2018 16:00,123.91,6938049
12/7/2018 16:00,119.34,7019616
12/10/2018 16:00,121.13,6549506
12/11/2018 16:00,120.89,5043081
12/12/2018 16:00,121.16,3560790
12/13/2018 16:00,120.73,3993597
12/14/2018 16:00,119.9,4554204
12/17/2018 16:00,116.1,7374476
12/18/2018 16:00,116.65,6290186
12/19/2018 16:00,116.43,6979823
12/20/2018 16:00,113.02,8454350
12/21/2018 16:00,110.94,10386453
12/24/2018 13:00,107.57,3821376
12/26/2018 16:00,111.39,6645794
12/27/2018 16:00,113.78,6045590
12/28/2018 16:00,113.03,5117533
12/31/2018 16:00,113.67,4982755
1/2/2019 16:00,115.21,4239924
1/3/2019 16:00,112.91,4346659
1/4/2019 16:00,117.32,4477755
1/7/2019 16:00,118.15,3751204
1/8/2019 16:00,119.83,4763636
1/9/2019 16:00,120.69,3633663
1/10/2019 16:00,121.79,3909971
1/11/2019 16:00,121.46,3722370
1/14/2019 16:00,120.39,5228909
1/15/2019 16:00,121.73,3507719
1/16/2019 16:00,121.62,3841100
1/17/2019 16:00,122.19,5029871
1/18/2019 16:00,123.82,6008509
1/22/2019 16:00,122.52,10052384
1/23/2019 16:00,132.89,22063666
1/24/2019 16:00,132.53,6322928
1/25/2019 16:00,133.97,5708500
1/28/2019 16:00,134.27,5357736
1/29/2019 16:00,134.33,5037129
1/30/2019 16:00,134.38,4500919
1/31/2019 16:00,134.42,4884031
2/1/2019 16:00,134.1,3806047
2/4/2019 16:00,135.19,3966597
2/5/2019 16:00,135.55,5398907
2/6/2019 16:00,136.32,4879670
2/7/2019 16:00,133.19,4379439
2/8/2019 16:00,133.71,3250074
2/11/2019 16:00,133.99,3095069
2/12/2019 16:00,136.05,3317161
2/13/2019 16:00,137.52,4253042
2/14/2019 16:00,136.48,2789839
2/15/2019 16:00,138.03,3844062
2/19/2019 16:00,138.7,3385675
2/20/2019 16:00,138,3801979
2/21/2019 16:00,137.84,2937467
2/22/2019 16:00,139.25,3113698
2/25/2019 16:00,139.46,3194161
2/26/2019 16:00,139.72,3060381
2/27/2019 16:00,139.17,2530968
2/28/2019 16:00,138.13,3457788
3/1/2019 16:00,139.2,3030044
3/4/2019 16:00,138.43,3407217
3/5/2019 16:00,137.88,4250650
3/6/2019 16:00,136.98,2768256
3/7/2019 16:00,135.36,4358802
3/8/2019 16:00,135.09,3773722
3/11/2019 16:00,137.71,3939517
3/12/2019 16:00,138.28,3954653
3/13/2019 16:00,138.56,3173179
3/14/2019 16:00,138.79,2738790
3/15/2019 16:00,139.43,7153687
3/18/2019 16:00,140.21,3268510
3/19/2019 16:00,140.49,3482336
3/20/2019 16:00,139.6,3649455
3/21/2019 16:00,141.44,3605420
3/22/2019 16:00,139.45,3877616
3/25/2019 16:00,139.18,2839766
3/26/2019 16:00,140.22,2553708
3/27/2019 16:00,139.24,3098233
3/28/2019 16:00,139.92,2663884
3/29/2019 16:00,141.1,3101454
4/1/2019 16:00,143.3,3984250
4/2/2019 16:00,143,2404920
4/3/2019 16:00,143.63,2681645
4/4/2019 16:00,142.78,2771462
4/5/2019 16:00,143.28,2731985
4/8/2019 16:00,143.39,2118228
4/9/2019 16:00,142.11,3038460
4/10/2019 16:00,143.02,2678310
4/11/2019 16:00,143.78,2941985
4/12/2019 16:00,144.35,2898899
4/15/2019 16:00,143.9,3603158
4/16/2019 16:00,145.14,6301671
4/17/2019 16:00,139.11,12525693
4/18/2019 16:00,140.33,4960015
4/22/2019 16:00,138.89,4494333
4/23/2019 16:00,140.44,4462240
4/24/2019 16:00,139.95,2774867
4/25/2019 16:00,138.63,2910113
4/26/2019 16:00,139.44,2319834
4/29/2019 16:00,139.05,2958333
4/30/2019 16:00,140.27,4638828
5/1/2019 16:00,140.56,3053683
5/2/2019 16:00,139.59,3541352
5/3/2019 16:00,140.25,2580034
5/6/2019 16:00,140.38,2793655
5/7/2019 16:00,137.64,4726771
5/8/2019 16:00,138,3818909
5/9/2019 16:00,135.34,4192942
5/10/2019 16:00,135.32,3977686
5/13/2019 16:00,131.42,4958021
5/14/2019 16:00,133.31,3280374
5/15/2019 16:00,134.4,2551009
5/16/2019 16:00,135.88,3017472
5/17/2019 16:00,134.32,2619135
5/20/2019 16:00,135.12,3264649
5/21/2019 16:00,136.45,2503504
5/22/2019 16:00,136.35,1849821
5/23/2019 16:00,132.39,5343437
5/24/2019 16:00,132.28,2596121
5/28/2019 16:00,130.46,4909121
5/29/2019 16:00,129.69,3678978
5/30/2019 16:00,129.57,2741880
5/31/2019 16:00,126.99,3539343
6/3/2019 16:00,128.27,4267080
6/4/2019 16:00,132.69,3913535
6/5/2019 16:00,131.49,3161584
6/6/2019 16:00,132.22,2298248
6/7/2019 16:00,133.31,2553398
6/10/2019 16:00,134.74,2911327
6/11/2019 16:00,135.95,3407345
6/12/2019 16:00,134.87,2254741
6/13/2019 16:00,135.76,2955419
6/14/2019 16:00,135.15,2193367
6/17/2019 16:00,134.95,2194129
6/18/2019 16:00,136.38,2914698
6/19/2019 16:00,137.08,2382520
6/20/2019 16:00,138.85,3071017
6/21/2019 16:00,139.2,5288759
6/24/2019 16:00,139.35,2186137
6/25/2019 16:00,138.36,2801251
6/26/2019 16:00,138.52,2284567
6/27/2019 16:00,138.52,2149824
6/28/2019 16:00,137.9,6154039
7/1/2019 16:00,139.88,3387184
7/2/2019 16:00,140.22,2410092
7/3/2019 13:00,141.54,1930361
7/5/2019 16:00,141.38,2135085
7/8/2019 16:00,140.57,2395487
7/9/2019 16:00,139.33,3365227
7/10/2019 16:00,140.47,2513931
7/11/2019 16:00,141.24,2133327
7/12/2019 16:00,142.74,2786276
7/15/2019 16:00,143.32,2368309
7/16/2019 16:00,143.53,3474688
7/17/2019 16:00,143.07,6064265
7/18/2019 16:00,149.63,12695387
7/19/2019 16:00,149.68,7290678
7/22/2019 16:00,149.74,4093239
7/23/2019 16:00,150.38,3742204
7/24/2019 16:00,150.03,2952435
7/25/2019 16:00,150.39,3102113
7/26/2019 16:00,151.36,2904494
7/29/2019 16:00,150.88,2075528
7/30/2019 16:00,149.77,2632726
7/31/2019 16:00,148.24,3722907
8/1/2019 16:00,150.32,6344006
8/2/2019 16:00,147.25,8101720
8/5/2019 16:00,140.76,7114871
8/6/2019 16:00,140.73,5070650
8/7/2019 16:00,139.11,5931883
8/8/2019 16:00,140.1,5261444
8/9/2019 16:00,136.13,5244594
8/12/2019 16:00,133.67,4083850
8/13/2019 16:00,135.79,4551170
8/14/2019 16:00,131.25,5114159
8/15/2019 16:00,131.92,3738945
8/16/2019 16:00,133.76,3011993
8/19/2019 16:00,135.04,3165436
8/20/2019 16:00,133,3018934
8/21/2019 16:00,134.25,2806774
8/22/2019 16:00,134.32,2695009
8/23/2019 16:00,129.57,4818759
8/26/2019 16:00,129.99,2836837
8/27/2019 16:00,131.17,4728392
8/28/2019 16:00,132.76,2720362
8/29/2019 16:00,134.88,2972842
8/30/2019 16:00,135.53,2960594
9/3/2019 16:00,134.1,2828242
9/4/2019 16:00,136.32,2262081
9/5/2019 16:00,140.97,5012914
9/6/2019 16:00,140.57,2577200
9/9/2019 16:00,142.6,4226944
9/10/2019 16:00,145.05,4979741
9/11/2019 16:00,143.6,3869731
9/12/2019 16:00,143.62,2505432
9/13/2019 16:00,143.67,2206612
9/16/2019 16:00,142.48,1928500
9/17/2019 16:00,142.2,2940494
9/18/2019 16:00,142.22,1995159
9/19/2019 16:00,142.97,3182092
9/20/2019 16:00,141.88,5217881
9/23/2019 16:00,142.07,1850061
9/24/2019 16:00,141.68,3311171
9/25/2019 16:00,143.16,2546205
9/26/2019 16:00,143.55,2314542
9/27/2019 16:00,143.24,2357082
9/30/2019 16:00,145.42,4004429
10/1/2019 16:00,143.66,2973714
10/2/2019 16:00,141.69,3347276
10/3/2019 16:00,142.02,3161718
10/4/2019 16:00,142.99,2449483
10/7/2019 16:00,141.28,2488799
10/8/2019 16:00,138.38,3344083
10/9/2019 16:00,139.67,2633472
10/10/2019 16:00,141.13,2646693
10/11/2019 16:00,142.76,3018669
10/14/2019 16:00,142.04,2325609
10/15/2019 16:00,143,3046999
10/16/2019 16:00,142.11,5915705
10/17/2019 16:00,134.26,15830810
10/18/2019 16:00,134.09,7178379
10/21/2019 16:00,132.58,6372983
10/22/2019 16:00,133.96,4195803
10/23/2019 16:00,134.38,3627345
10/24/2019 16:00,134.07,2619309
10/25/2019 16:00,135.44,2579055
10/28/2019 16:00,135.97,3226132
10/29/2019 16:00,133.82,4160718
10/30/2019 16:00,135.25,2252989
10/31/2019 16:00,133.73,3412119
11/1/2019 16:00,135.53,3089789
11/4/2019 16:00,137.67,3335389
11/5/2019 16:00,137.89,3014961
11/6/2019 16:00,138.78,4477291
11/7/2019 16:00,137.69,4073908
11/8/2019 16:00,137.61,2278602
11/11/2019 16:00,135.47,2568755
11/12/2019 16:00,135.59,3046536
11/13/2019 16:00,134.48,3060924
11/14/2019 16:00,134,4231471
11/15/2019 16:00,134.4,3262656
11/18/2019 16:00,134.31,3210872
11/19/2019 16:00,134.52,2995071
11/20/2019 16:00,133.2,4140148
11/21/2019 16:00,133.84,3345343
11/22/2019 16:00,134.34,3297797
11/25/2019 16:00,135.97,2590170
11/26/2019 16:00,135.09,3793337
11/27/2019 16:00,133.77,3282827
11/29/2019 13:00,134.45,1825255
12/2/2019 16:00,132.91,3067831
12/3/2019 16:00,132.12,3711071
12/4/2019 16:00,131.99,3530773
12/5/2019 16:00,131.91,3598578
